record_id,res_ClO2,raw_turb,fin_turb,NH3N,CODMn_raw,CODMn_fin,bacteria,flow,clearwell_ClO2,terminal_dose_logged,year,month,day
299,0.11,1.5,0.29,0.13,2.48,1.64,12.0,3471.0,0.11,0.14,2022,2.0,9.0
300,0.08,1.58,0.28,0.17,2.48,1.68,,1572.0,0.08,0.15,2022,2.0,15.0
301,0.12,1.25,0.19,0.15,2.42,1.66,,3346.0,0.12,0.16,2022,2.0,21.0
302,0.1,1.78,0.28,0.14,2.48,1.68,,2042.0,0.1,0.19,2022,2.0,22.0
303,0.09,3.42,0.19,0.14,2.44,1.7,16.0,3696.0,0.09,0.15,2022,2.0,28.0
304,0.11,7.56,0.25,0.17,2.77,1.82,,3207.0,0.11,0.12,2022,3.0,1.0
305,0.07,4.76,0.18,0.13,2.28,1.84,12.0,1410.0,0.07,0.17,2022,3.0,2.0
306,0.1,4.7,0.28,0.16,2.6,1.68,12.0,1543.0,0.1,0.14,2022,3.0,3.0
307,0.11,5.9,0.17,0.13,2.24,1.9,16.0,3670.0,0.11,0.16,2022,3.0,4.0
308,0.09,7.26,0.18,0.17,2.57,1.62,28.0,3692.0,0.09,0.17,2022,3.0,7.0
309,0.08,5.54,0.19,0.14,2.67,1.7,10.0,3643.0,0.08,0.18,2022,3.0,8.0
310,0.1,5.6,0.22,0.18,2.68,1.76,28.0,4676.0,0.1,0.11,2022,3.0,9.0
311,0.07,8.28,0.17,0.15,2.56,1.65,,3698.0,0.07,0.18,2022,3.0,11.0
312,0.15,3.94,0.18,0.14,2.59,1.62,12.0,3392.0,0.15,0.17,2022,3.0,14.0
313,0.13,5.19,0.19,0.18,2.58,1.6,20.0,3657.0,0.13,0.13,2022,3.0,15.0
314,0.12,3.52,0.24,0.17,2.63,1.7,18.0,2204.0,0.12,0.19,2022,3.0,16.0
315,0.07,5.17,0.19,0.16,2.67,1.71,,1561.0,0.07,0.14,2022,3.0,17.0
316,0.13,3.69,0.19,0.18,2.98,1.7,,1911.0,0.13,0.2,2022,3.0,18.0
317,0.13,3.68,0.19,0.16,2.84,1.68,20.0,3531.0,0.13,0.14,2022,3.0,21.0
318,0.13,3.8,0.3,0.15,2.8,1.54,,3199.0,0.13,0.18,2022,3.0,22.0
319,0.1,5.61,0.29,0.15,2.76,1.58,21.0,3158.0,0.1,0.17,2022,3.0,23.0
320,0.13,4.2,0.28,0.16,2.72,1.52,,3385.0,0.13,0.11,2022,3.0,24.0
321,0.14,5.06,0.25,0.17,2.76,1.6,15.0,1092.0,0.14,0.15,2022,3.0,25.0
322,0.1,4.15,0.2,0.16,2.76,1.68,16.0,3229.0,0.1,0.18,2022,3.0,28.0
323,0.14,5.7,0.3,0.15,2.62,1.63,,3369.0,0.14,0.12,2022,3.0,29.0
324,0.11,4.6,0.29,0.17,2.68,1.65,29.0,1556.0,0.11,0.14,2022,4.0,1.0
325,0.08,7.35,0.27,0.17,2.96,1.76,,4896.0,0.08,0.12,2022,4.0,2.0
326,0.13,7.78,0.28,0.19,2.6,1.66,,3134.0,0.13,0.19,2022,4.0,6.0
327,0.16,5.47,0.27,0.17,2.68,1.65,22.0,4636.0,0.16,0.17,2022,4.0,7.0
328,0.1,7.9,0.23,0.17,2.9,1.6,16.0,4952.0,0.1,0.2,2022,4.0,13.0
329,0.07,8.3,0.2,0.19,2.92,1.66,,4816.0,0.07,0.13,2022,4.0,15.0
330,0.1,7.25,0.23,0.18,2.95,1.74,15.0,4896.0,0.1,0.15,2022,4.0,18.0
331,0.13,7.04,0.25,0.17,2.32,1.52,112.0,5050.0,0.13,0.2,2022,4.0,24.0
332,0.11,6.63,0.16,0.18,2.36,1.56,135.0,4854.0,0.11,0.13,2022,4.0,25.0
333,0.16,7.51,0.21,0.2,2.32,1.56,,4847.0,0.16,0.13,2022,4.0,26.0
334,0.22,10.19,0.18,0.18,2.36,1.58,,3837.0,0.22,0.14,2022,4.0,27.0
335,0.14,4.98,0.16,0.18,2.26,1.49,,4530.0,0.14,0.12,2022,5.0,1.0
336,0.14,5.65,0.24,0.19,2.32,1.65,,4532.0,0.14,0.12,2022,5.0,5.0
337,0.16,4.98,0.12,0.17,2.3,1.49,,4559.0,0.16,0.19,2022,5.0,12.0
338,0.17,6.1,0.06,0.2,2.48,1.62,142.0,4596.0,0.17,0.15,2022,5.0,13.0
339,0.12,6.02,0.07,0.21,2.24,1.56,,4505.0,0.12,0.16,2022,5.0,16.0
340,0.12,5.77,0.06,0.24,2.32,1.6,130.0,4600.0,0.12,0.13,2022,5.0,19.0
341,0.18,5.62,0.06,0.21,2.56,1.84,,4510.0,0.18,0.15,2022,5.0,24.0
342,0.11,10.5,0.07,0.2,2.32,1.52,,4575.0,0.11,0.18,2022,5.0,27.0
343,0.09,7.31,0.09,0.22,2.4,1.52,168.0,5129.0,0.09,0.16,2022,5.0,31.0
344,0.13,7.35,0.08,0.23,2.36,1.56,179.0,5014.0,0.13,0.19,2022,6.0,1.0
345,0.09,7.31,0.09,0.22,2.4,1.52,168.0,4607.0,0.09,0.11,2022,6.0,2.0
346,0.07,4.21,0.06,0.21,2.69,1.46,,5153.0,0.07,0.14,2022,6.0,2.0
347,0.2,7.14,0.09,0.16,2.32,1.32,,3752.0,0.2,0.11,2022,6.0,8.0
348,0.15,13.7,0.09,0.18,2.4,1.36,178.0,3869.0,0.15,0.11,2022,6.0,9.0
349,0.11,6.18,0.08,0.21,2.65,1.74,,2063.0,0.11,0.14,2022,6.0,14.0
350,0.11,20.9,0.08,0.2,2.68,1.72,,2028.0,0.11,0.12,2022,6.0,15.0
351,0.12,5.68,0.1,0.21,2.76,1.42,,2078.0,0.12,0.12,2022,6.0,16.0
352,0.12,4.41,0.08,0.2,2.28,1.48,296.0,5054.0,0.12,0.19,2022,6.0,21.0
353,0.08,6.65,0.06,0.23,2.32,1.52,280.0,2037.0,0.08,0.14,2022,6.0,23.0
354,0.11,6.7,0.07,0.22,2.4,1.56,,2080.0,0.11,0.19,2022,6.0,24.0
355,0.11,8.94,0.06,0.21,2.56,1.4,,2034.0,0.11,0.18,2022,7.0,1.0
356,0.12,4.46,0.09,0.2,2.4,1.36,234.0,1863.0,0.12,0.2,2022,7.0,2.0
357,,0.94,0.11,0.07,1.0,0.8,,3922.0,,0.15,2022,7.0,5.0
358,0.11,5.45,0.08,0.19,2.68,1.48,,1947.0,0.11,0.13,2022,7.0,6.0
359,0.11,61.8,0.11,0.24,5.01,1.53,,3964.0,0.11,0.12,2022,7.0,7.0
360,0.13,6.67,,0.29,2.6,1.58,37.0,3881.0,0.13,0.19,2022,7.0,12.0
361,0.16,5.88,0.11,0.23,2.64,1.56,310.0,3871.0,0.16,0.11,2022,7.0,13.0
362,0.1,6.39,0.09,0.22,2.2,1.4,,1966.0,0.1,0.12,2022,7.0,15.0
363,0.07,5.67,0.1,0.2,2.42,1.28,,1344.0,0.07,0.15,2022,7.0,18.0
364,0.13,4.97,0.07,0.19,2.4,1.32,230.0,3872.0,0.13,0.2,2022,7.0,19.0
365,0.11,5.65,0.08,0.21,2.44,1.4,,1885.0,0.11,0.12,2022,7.0,22.0
366,0.13,6.42,0.07,0.23,2.56,1.44,,2130.0,0.13,0.2,2022,7.0,26.0
367,0.11,5.5,0.1,0.2,2.56,1.48,410.0,1965.0,0.11,0.17,2022,7.0,28.0
368,0.13,5.72,0.1,0.21,2.52,1.52,,1898.0,0.13,0.2,2022,7.0,29.0
369,0.15,5.77,0.07,0.17,2.28,1.16,370.0,3849.0,0.15,0.13,2022,8.0,2.0
370,0.12,15.4,0.17,0.19,2.48,1.04,260.0,1977.0,0.12,0.14,2022,8.0,3.0
371,0.04,1.04,0.09,0.04,0.76,0.4,,1887.0,0.04,0.1,2022,8.0,4.0
372,0.14,4.43,0.14,0.17,2.42,1.13,210.0,1902.0,0.14,0.18,2022,8.0,9.0
373,0.1,11.6,0.09,0.18,2.44,1.2,,1887.0,0.1,0.13,2022,8.0,11.0
374,0.13,4.98,0.09,0.17,2.52,1.28,380.0,1874.0,0.13,0.16,2022,8.0,16.0
375,0.14,10.57,0.1,0.17,2.32,1.36,150.0,1846.0,0.14,0.19,2022,8.0,26.0
376,0.16,16.6,0.11,0.17,2.25,1.21,,3612.0,0.16,0.15,2022,8.0,28.0
377,0.12,14.2,0.13,0.16,2.2,1.08,210.0,2171.0,0.12,0.12,2022,8.0,29.0
378,0.1,15.9,0.15,0.16,2.59,1.29,170.0,3535.0,0.1,0.18,2022,9.0,2.0
379,0.07,11.8,0.09,0.14,2.45,1.23,,3667.0,0.07,0.18,2022,9.0,5.0
380,0.1,11.2,0.09,0.15,2.64,1.28,280.0,3677.0,0.1,0.18,2022,9.0,6.0
381,0.06,8.48,0.11,,,,,2012.0,0.06,0.19,2022,9.0,7.0
382,0.18,18.9,0.11,0.16,2.56,1.28,,4993.0,0.18,0.11,2022,9.0,9.0
383,0.12,17.8,0.1,0.17,2.48,1.32,,4940.0,0.12,0.2,2022,9.0,13.0
384,0.15,16.95,0.11,,,,,2089.0,0.15,0.16,2022,9.0,14.0
385,0.09,16.5,0.13,0.17,2.56,1.31,,3550.0,0.09,0.17,2022,9.0,19.0
386,0.09,13.6,0.08,0.17,2.74,1.26,280.0,3808.0,0.09,0.2,2022,9.0,27.0
387,0.16,18.2,0.11,0.16,2.22,1.2,200.0,2043.0,0.16,0.1,2022,10.0,1.0
388,0.16,16.6,0.11,0.17,2.25,1.21,,2088.0,0.16,0.15,2022,10.0,8.0
389,0.13,12.5,0.08,0.18,2.36,1.36,140.0,2038.0,0.13,0.1,2022,10.0,9.0
390,0.23,26.0,0.11,0.16,2.3,1.18,,3777.0,0.23,0.19,2022,10.0,11.0
391,0.11,12.7,0.1,0.16,2.34,1.45,,3586.0,0.11,0.13,2022,10.0,25.0
392,0.18,13.4,0.16,0.14,2.56,1.16,126.0,2072.0,0.18,0.18,2022,11.0,1.0
393,0.13,14.4,0.13,0.14,2.6,1.2,,3975.0,0.13,0.13,2022,11.0,2.0
394,0.11,8.76,0.1,0.16,2.58,1.37,,39652.0,0.11,0.19,2022,11.0,3.0
395,0.15,14.5,0.12,0.13,2.56,1.58,,3434.0,0.15,0.19,2022,11.0,4.0
396,0.12,14.2,0.14,0.15,2.66,1.44,,3956.0,0.12,0.15,2022,11.0,5.0
397,0.12,25.7,0.1,0.16,2.57,1.5,,5012.0,0.12,0.13,2022,11.0,7.0
398,0.18,8.35,0.14,0.15,2.64,1.52,,5032.0,0.18,0.17,2022,11.0,8.0
399,0.14,9.75,0.14,0.15,2.4,1.36,,3453.0,0.14,0.16,2022,11.0,11.0
400,0.13,24.2,0.09,0.14,2.32,1.44,,5021.0,0.13,0.18,2022,11.0,13.0
401,0.17,11.4,0.1,0.13,2.44,1.44,,,0.17,0.13,2022,11.0,15.0
402,,10.9,,0.16,2.29,,109.0,2115.0,,0.11,2022,11.0,16.0
403,0.15,12.8,0.1,0.16,2.16,1.44,130.0,,0.15,0.11,2022,11.0,21.0
404,0.12,10.7,0.13,0.17,2.02,1.54,159.0,2076.0,0.12,0.12,2022,11.0,22.0
405,0.13,9.09,0.08,0.15,2.28,1.44,,3455.0,0.13,0.17,2022,11.0,23.0
406,0.16,7.4,0.13,0.16,2.32,1.62,,3776.0,0.16,0.18,2022,11.0,24.0
407,0.13,8.6,0.09,0.14,2.39,1.56,,3632.0,0.13,0.17,2022,11.0,25.0
408,0.16,19.8,0.11,0.14,2.53,1.43,,3766.0,0.16,0.12,2022,11.0,26.0
409,0.21,15.0,0.14,0.15,2.4,1.48,,2031.0,0.21,0.17,2022,11.0,28.0
410,0.12,11.1,0.11,0.16,2.53,1.66,60.0,2048.0,0.12,0.11,2022,11.0,29.0
411,0.16,2.66,0.17,0.17,2.28,1.52,,3579.0,0.16,0.14,2022,12.0,2.0
412,0.109,5.2,0.15,0.14,2.36,1.56,,2031.0,0.109,0.1,2022,12.0,3.0
413,0.1,5.49,0.18,0.16,2.4,1.36,,3606.0,0.1,0.17,2022,12.0,5.0
414,0.05,0.16,0.11,0.05,1.04,0.32,1.0,3838.0,0.05,0.14,2022,12.0,6.0
415,0.13,4.13,0.14,0.15,2.2,1.56,,3616.0,0.13,0.17,2022,12.0,7.0
416,0.16,3.89,0.15,0.16,2.24,1.52,,3777.0,0.16,0.14,2022,12.0,8.0
417,0.13,3.68,0.16,0.14,2.41,1.55,,3718.0,0.13,0.12,2022,12.0,9.0
418,0.1,3.98,0.13,0.14,2.2,1.48,,3826.0,0.1,0.18,2022,12.0,11.0
419,0.14,4.03,0.17,0.14,2.4,1.52,60.0,1462.0,0.14,0.18,2022,12.0,12.0
420,0.1,3.21,0.12,0.14,2.3,1.42,42.0,3783.0,0.1,0.11,2022,12.0,13.0
421,0.11,4.01,0.12,0.13,2.28,1.36,,3761.0,0.11,0.17,2022,12.0,14.0
422,0.1,3.21,0.12,0.14,2.3,1.42,42.0,3781.0,0.1,0.12,2022,12.0,15.0
423,0.1,3.48,0.22,0.14,2.34,1.45,76.0,3676.0,0.1,0.18,2022,12.0,16.0
424,0.13,2.05,0.17,0.12,2.32,1.44,,3712.0,0.13,0.16,2022,12.0,17.0
425,0.15,2.8,0.14,0.16,2.36,1.47,,2019.0,0.15,0.14,2022,12.0,18.0
426,0.14,2.79,0.18,0.14,2.12,1.46,18.0,3164.0,0.14,0.17,2022,12.0,19.0
427,0.11,2.42,0.15,0.14,2.08,1.44,,3659.0,0.11,0.13,2022,12.0,21.0
428,0.08,2.84,0.14,0.13,2.2,1.36,20.0,3731.0,0.08,0.17,2022,12.0,22.0
429,0.1,5.15,0.2,0.16,2.3,1.5,20.0,3247.0,0.1,0.13,2022,12.0,28.0
430,0.1,4.76,0.16,0.14,2.34,1.56,,3680.0,0.1,0.12,2022,12.0,29.0
431,,,,,,,,,,0.16,2023,1.0,1.0
432,0.04,0.32,0.1,0.02,0.88,0.025,,2046.0,0.17,0.16,2023,1.0,1.0
433,,,,,,,,,,0.13,2023,1.0,2.0
434,,,,,,,,,,0.18,2023,1.0,2.0
435,0.08,6.41,0.14,0.13,2.26,1.7,32.0,1629.0,0.15,0.12,2023,1.0,3.0
436,,,,,,,,,,0.18,2023,1.0,3.0
437,,,,,,,,,,0.11,2023,1.0,4.0
438,0.17,4.87,0.12,0.15,2.16,1.6,,2019.0,0.2,0.11,2023,1.0,5.0
439,0.18,2.7,0.1,0.15,2.24,1.68,42.0,3675.0,0.17,0.19,2023,1.0,6.0
440,,,,,,,,,,0.18,2023,1.0,7.0
441,,,,,,,,,,0.16,2023,1.0,8.0
442,0.12,6.36,0.14,0.13,2.26,1.37,,2012.0,0.18,0.15,2023,1.0,9.0
443,0.16,7.56,0.14,0.15,2.06,1.08,,2066.0,0.16,0.18,2023,1.0,11.0
444,0.14,8.64,0.14,0.14,2.22,1.23,,3737.0,0.15,0.13,2023,1.0,12.0
445,,,,,,,,,,0.18,2023,1.0,13.0
446,0.11,14.4,0.16,0.15,2.2,1.16,,3323.0,0.16,0.14,2023,1.0,14.0
447,0.11,6.56,0.08,0.15,2.18,1.18,,3541.0,0.15,0.19,2023,1.0,15.0
448,,,,,,,,,,0.16,2023,1.0,16.0
449,0.11,2.67,0.15,0.13,2.12,1.48,42.0,3888.0,0.12,0.17,2023,1.0,17.0
450,,,,,,,,,,0.18,2023,1.0,18.0
451,0.16,4.12,0.12,0.14,2.08,1.23,36.0,3618.0,0.16,0.13,2023,1.0,19.0
452,0.15,3.05,0.16,0.13,2.04,1.24,,2089.0,0.18,0.15,2023,1.0,21.0
453,0.13,2.8,0.16,0.14,2.1,1.48,,,,0.19,2023,1.0,22.0
454,0.08,4.89,0.14,0.14,2.18,1.3,,,,0.16,2023,1.0,23.0
455,0.14,8.15,0.15,0.16,2.24,1.28,,,,0.2,2023,1.0,24.0
456,0.12,7.52,0.18,0.16,2.08,1.2,,,,0.15,2023,1.0,25.0
457,,,,,,,,,,0.13,2023,1.0,26.0
458,0.05,3.31,0.24,0.16,2.12,1.52,,,,0.15,2023,1.0,27.0
459,,,,,,,,,,0.17,2023,1.0,28.0
460,,,,,,,,,,0.19,2023,1.0,29.0
461,0.12,3.87,0.15,0.14,2.12,1.28,25.0,3515.0,0.15,0.19,2023,1.0,31.0
462,0.16,1.63,0.21,0.15,2.12,1.28,42.0,3205.0,0.16,0.12,2023,2.0,1.0
463,,,,,,,,3515.0,0.15,0.15,2023,2.0,1.0
464,0.12,2.17,0.1,0.14,2.11,1.32,,3672.0,0.15,0.11,2023,2.0,2.0
465,0.15,2.81,0.16,0.13,2.24,1.36,,2104.0,0.16,0.11,2023,2.0,2.0
466,,,,,,,,,,0.19,2023,2.0,3.0
467,,,,,,,,,,0.14,2023,2.0,4.0
468,,,,,,,,,,0.11,2023,2.0,5.0
469,0.15,2.58,0.14,0.17,2.26,1.31,22.0,1519.0,0.18,0.11,2023,2.0,6.0
470,0.14,2.48,0.08,0.13,2.04,1.16,26.0,3820.0,0.15,0.13,2023,2.0,7.0
471,0.16,1.62,0.11,0.15,2.02,1.13,,3659.0,0.17,0.14,2023,2.0,8.0
472,,,,,,,,,,0.18,2023,2.0,9.0
473,0.18,1.33,0.16,0.14,2.08,1.24,,3783.0,0.15,0.2,2023,2.0,11.0
474,0.11,1.6,0.12,0.14,2.16,1.28,,3413.0,0.15,0.13,2023,2.0,12.0
475,0.22,2.75,0.12,0.14,2.28,1.32,,2028.0,0.19,0.1,2023,2.0,13.0
476,0.12,4.38,0.12,0.14,2.12,1.28,25.0,3771.0,0.15,0.12,2023,2.0,14.0
477,0.11,2.1,0.15,0.13,2.2,1.32,46.0,3135.0,0.19,0.19,2023,2.0,15.0
478,0.14,1.79,0.1,0.15,2.26,1.53,,3093.0,0.15,0.15,2023,2.0,16.0
479,0.2,2.14,0.16,0.14,2.2,1.48,,3536.0,0.15,0.18,2023,2.0,17.0
480,,,,,,,,,,0.15,2023,2.0,18.0
481,0.1,2.32,0.11,0.12,2.24,1.4,,3665.0,0.15,0.18,2023,2.0,19.0
482,0.13,4.72,0.15,0.14,2.2,1.28,40.0,3677.0,0.15,0.19,2023,2.0,21.0
483,0.18,3.85,0.16,0.15,2.24,1.32,18.0,3511.0,0.15,0.15,2023,2.0,22.0
484,0.13,3.31,0.15,0.11,2.28,1.37,70.0,5115.0,0.14,0.19,2023,2.0,23.0
485,0.12,6.26,0.28,0.13,2.2,1.28,,3668.0,0.15,0.17,2023,2.0,24.0
486,0.07,5.63,0.1,0.13,2.22,1.31,,3641.0,0.15,0.18,2023,2.0,25.0
487,,,,,,,,,,0.16,2023,2.0,26.0
488,0.13,5.49,0.11,0.13,2.24,1.36,39.0,4635.0,0.15,0.12,2023,2.0,27.0
489,0.11,7.58,0.1,0.14,2.28,1.28,,4798.0,0.15,0.13,2023,2.0,28.0
490,0.13,6.72,0.14,0.16,2.48,1.39,,4856.0,0.15,0.16,2023,3.0,1.0
491,0.1,4.96,0.11,0.15,2.4,1.48,,4827.0,0.15,0.19,2023,3.0,1.0
492,0.08,7.08,0.12,0.16,2.38,1.44,,4812.0,0.15,0.11,2023,3.0,2.0
493,0.11,5.86,0.12,0.14,2.24,1.44,,4952.0,0.15,0.14,2023,3.0,2.0
494,0.11,7.23,0.2,0.15,2.28,1.32,32.0,3046.0,0.2,0.16,2023,3.0,3.0
495,0.09,5.24,0.1,0.14,2.3,1.35,,4552.0,0.16,0.16,2023,3.0,3.0
496,0.15,7.08,0.12,0.16,2.38,1.44,90.0,4630.0,0.15,0.18,2023,3.0,4.0
497,0.16,15.0,0.15,0.14,2.24,1.32,36.0,4790.0,0.16,0.11,2023,3.0,5.0
498,0.13,5.4,0.11,0.13,2.18,1.45,45.0,4901.0,0.15,0.1,2023,3.0,6.0
499,0.11,4.92,0.12,0.15,2.24,1.4,,4957.0,0.15,0.16,2023,3.0,7.0
500,0.12,8.21,0.14,0.17,2.48,1.44,,3728.0,0.17,0.13,2023,3.0,8.0
501,0.14,5.42,0.13,0.16,2.5,1.41,40.0,4668.0,0.16,0.18,2023,3.0,9.0
502,0.15,9.02,0.09,0.16,2.28,1.39,,1939.0,0.18,0.17,2023,3.0,11.0
503,,,,,,,,,,0.11,2023,3.0,12.0
504,0.12,3.46,0.15,0.14,2.4,1.4,45.0,4856.0,0.15,0.12,2023,3.0,13.0
505,0.15,3.1,0.1,0.13,2.4,1.4,48.0,4928.0,0.16,0.11,2023,3.0,14.0
506,0.12,3.22,0.17,0.14,2.32,1.5,,3980.0,0.15,0.19,2023,3.0,15.0
507,0.11,9.46,0.1,0.14,2.28,1.44,,3636.0,0.17,0.17,2023,3.0,16.0
508,,,,,,,,,,0.14,2023,3.0,17.0
509,0.12,8.21,0.14,0.17,2.48,1.44,50.0,3744.0,0.16,0.15,2023,3.0,18.0
510,0.1,4.9,0.1,0.13,2.42,1.41,,4887.0,0.15,0.17,2023,3.0,19.0
511,0.1,4.4,0.18,0.15,2.32,1.52,,4803.0,0.17,0.12,2023,3.0,21.0
512,0.11,4.6,0.15,0.14,2.36,1.52,27.0,4741.0,0.15,0.13,2023,3.0,22.0
513,0.16,5.69,0.16,0.15,2.28,1.47,22.0,3721.0,0.16,0.2,2023,3.0,23.0
514,0.12,6.55,0.17,0.13,2.32,1.5,25.0,4758.0,0.15,0.13,2023,3.0,24.0
515,0.12,4.82,0.14,0.12,2.2,1.48,,3152.0,0.16,0.17,2023,3.0,25.0
516,0.08,5.56,0.24,0.14,2.4,1.56,,3566.0,0.16,0.16,2023,3.0,26.0
517,0.1,3.79,0.11,0.15,2.3,1.45,,4879.0,0.15,0.2,2023,3.0,27.0
518,0.12,4.7,0.2,0.14,2.16,1.28,,4870.0,0.16,0.1,2023,3.0,28.0
519,0.12,8.39,0.1,0.13,2.26,1.37,40.0,4851.0,0.15,0.16,2023,3.0,29.0
520,0.1,11.2,0.17,0.15,2.04,1.28,,4726.0,0.15,0.11,2023,3.0,31.0
521,,,,,,,,3264.0,0.16,0.1,2023,4.0,1.0
522,,,,,,,37.0,3911.0,0.17,0.18,2023,4.0,1.0
523,0.1,6.0,0.09,0.2,2.08,1.24,60.0,3139.0,0.15,0.15,2023,4.0,2.0
524,0.11,20.8,0.09,0.14,2.36,1.28,45.0,3477.0,0.16,0.11,2023,4.0,2.0
525,,,,,,,,,,0.14,2023,4.0,3.0
526,,,,,,,,,,0.19,2023,4.0,3.0
527,0.13,8.03,0.1,0.14,2.36,1.28,66.0,3022.0,0.17,0.12,2023,4.0,4.0
528,0.13,10.6,0.09,0.16,2.42,1.41,,3038.0,0.18,0.18,2023,4.0,5.0
529,0.15,16.2,0.1,0.14,2.04,1.36,,3579.0,0.17,0.19,2023,4.0,6.0
530,0.11,18.5,0.2,0.16,2.28,1.41,,4654.0,0.15,0.17,2023,4.0,7.0
531,0.13,17.8,0.18,0.14,2.35,1.36,,3718.0,0.17,0.13,2023,4.0,8.0
532,,,,,,,,,,0.12,2023,4.0,9.0
533,0.12,8.03,0.1,0.18,2.26,1.37,,3649.0,0.16,0.15,2023,4.0,11.0
534,0.12,9.54,0.16,0.17,2.28,1.4,42.0,3221.0,0.16,0.18,2023,4.0,12.0
535,,,,,,,,,,0.19,2023,4.0,13.0
536,0.11,7.63,0.16,0.16,2.3,1.42,,4737.0,0.02,0.15,2023,4.0,14.0
537,0.12,6.55,0.1,0.16,2.36,1.32,,3484.0,0.16,0.2,2023,4.0,15.0
538,,,,,,,,,,0.1,2023,4.0,16.0
539,,,,,,,52.0,3705.0,0.16,0.15,2023,4.0,17.0
540,0.12,4.14,0.2,0.17,2.02,1.29,74.0,3170.0,0.17,0.15,2023,4.0,18.0
541,0.11,12.2,0.13,0.19,2.12,1.24,56.0,3728.0,0.16,0.11,2023,4.0,19.0
542,0.12,16.3,0.14,0.17,2.16,1.28,68.0,3699.0,0.15,0.12,2023,4.0,21.0
543,0.12,15.9,0.14,0.18,2.12,1.24,,3675.0,1.5,0.18,2023,4.0,22.0
544,0.12,17.4,0.13,0.17,2.24,1.32,40.0,4892.0,0.15,0.11,2023,4.0,23.0
545,0.13,5.08,0.16,0.19,2.26,1.36,,5015.0,0.15,0.12,2023,4.0,24.0
546,0.11,3.84,0.12,0.18,2.21,1.33,72.0,3769.0,0.16,0.13,2023,4.0,25.0
547,,,,,,,65.0,5.07,0.15,0.17,2023,4.0,26.0
548,0.1,4.1,0.15,0.17,2.2,1.4,126.0,5001.0,0.15,0.11,2023,4.0,27.0
549,0.1,3.09,0.1,0.17,2.18,1.37,,4967.0,0.15,0.11,2023,4.0,28.0
550,0.12,7.89,0.1,0.18,2.17,1.38,,3236.0,0.15,0.15,2023,4.0,29.0
551,0.1,4.15,0.13,0.21,2.16,1.36,,4736.0,0.15,0.13,2023,5.0,1.0
552,,,,,,,88.0,4857.0,0.15,0.1,2023,5.0,1.0
553,0.1,5.44,0.14,0.18,2.42,1.41,,3668.0,0.16,0.18,2023,5.0,2.0
554,,,,,,,,,,0.16,2023,5.0,2.0
555,0.15,7.97,0.1,0.18,2.28,1.46,104.0,3861.0,0.15,0.14,2023,5.0,3.0
556,0.1,4.95,0.1,0.2,2.4,1.44,,3133.0,0.16,0.12,2023,5.0,3.0
557,0.1,3.73,0.18,0.19,2.28,1.2,,1532.0,0.21,0.19,2023,5.0,4.0
558,0.1,3.73,0.18,0.19,2.28,1.2,71.0,3780.0,0.16,0.16,2023,5.0,5.0
559,0.15,4.55,0.11,0.18,2.3,1.29,96.0,3359.0,0.16,0.13,2023,5.0,6.0
560,0.1,4.98,0.1,0.19,2.42,1.37,,4745.0,0.16,0.18,2023,5.0,7.0
561,0.1,4.67,0.1,0.19,2.56,1.4,,4919.0,0.15,0.11,2023,5.0,8.0
562,0.08,13.8,0.12,0.2,2.6,1.44,92.0,4889.0,0.15,0.17,2023,5.0,9.0
563,0.06,12.1,0.16,0.18,2.57,1.46,,4933.0,0.15,0.18,2023,5.0,11.0
564,0.07,12.1,0.16,0.17,2.36,1.44,,4629.0,0.15,0.17,2023,5.0,12.0
565,0.09,11.8,0.18,0.2,2.4,1.48,,2948.0,0.17,0.13,2023,5.0,13.0
566,0.13,5.25,0.12,0.21,2.54,1.45,,3509.0,0.16,0.18,2023,5.0,14.0
567,0.1,5.11,0.1,0.19,2.48,1.36,124.0,4801.0,0.15,0.19,2023,5.0,15.0
568,0.11,4.32,0.09,0.2,2.44,1.31,138.0,4967.0,0.15,0.11,2023,5.0,16.0
569,0.16,6.56,0.18,0.2,2.4,1.28,110.0,4851.0,0.15,0.17,2023,5.0,17.0
570,0.23,17.08,0.17,0.21,2.36,1.35,,1997.0,0.17,0.16,2023,5.0,18.0
571,0.18,11.1,0.13,0.19,2.44,1.44,90.0,3756.0,0.17,0.19,2023,5.0,19.0
572,0.1,14.6,0.15,0.17,2.36,1.36,,4912.0,0.16,0.18,2023,5.0,21.0
573,0.08,10.6,0.21,0.19,2.4,1.48,155.0,4950.0,0.15,0.15,2023,5.0,22.0
574,0.11,9.04,0.2,0.17,2.44,1.44,160.0,4872.0,0.15,0.16,2023,5.0,23.0
575,0.07,10.8,0.18,0.2,2.4,1.36,,4863.0,0.15,0.2,2023,5.0,24.0
576,0.06,5.3,0.14,0.21,2.24,1.44,,4981.0,0.15,0.18,2023,5.0,25.0
577,,,,,,,,,,0.15,2023,5.0,26.0
578,,,,,,,,,,0.19,2023,5.0,27.0
579,,,,,,,,,,0.17,2023,5.0,28.0
580,0.16,5.85,0.14,0.21,2.24,1.44,102.0,3925.0,0.16,0.14,2023,5.0,29.0
581,0.13,9.49,0.12,0.18,2.32,1.44,140.0,3821.0,0.15,0.15,2023,5.0,31.0
582,0.19,10.2,0.13,0.2,2.36,1.48,,3821.0,0.15,0.14,2023,6.0,1.0
